,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,helpful_numerator,helpful_denominator,unhelpful,metric,classification
16019,AAZPTXUJIHMXW,B001V6NIZ6,John V. Romine,"[0, 1]",its nice perfect fit wish it would have come in pink like the photo showed and its very sexy thumbs up,5.0,Net Dress,1368057600,"05 9, 2013",0,1,1,-1.0,0
16020,A292V24Y5TJIIC,B0001HKKPW,"Laura Wilson ""Laura W""","[1, 1]",this is a nicely constructed bra the best part is the thin straps and sexier appearance than most large bras i have gained quite a bit of weight since having my last child and have thus found these to not be as comfortable for me anymore the top of the underwire digs into my underarms and hurts if you have a large cup size and a small frame with not very much side tissue then this would be the perfect bra having a large frame unfortunately and a large cup size i find the elomi bra to be a better fit panache makes absolutely beatiful bras though also in terms of construction i dont think these are quite as sturdy or well made as elomi,4.0,Good,1353024000,"11 16, 2012",1,1,0,1.0,1
16022,A1S39EMTLPV4G5,B0018T0USE,trynac86,"[0, 1]",dont get me wrong i love to be comfortable with scrubs but these look like im wearing a tent  if your into the shapeless unisex you wouldnt mind these  not only do i look shapeless when i bend over you can literally see my undershirtall of it  yes i tried a size down and it was too tight  it just doesnt feel right i feel slouchy and unkempt  i like to look professional and put together not tight not loose respectful fitting put together scrubs is what i like and these are not it double yuck,1.0,Hate these! Looks like i'm wearing a tent!Ugghh!!!,1326412800,"01 13, 2012",0,1,1,-1.0,0
16031,A1W1EXSCO5LW2X,B000673JT6,"paddlegrl9 ""paddlegrl9""","[41, 43]",this ring has nice earthy colors but it is quite bulky and the band is very thick it is somewhat uncomfortable to weari previously rated this ring 3 stars after wearing a few times you get used to the thickness of the band i have received many compiments on this ring and now that i am used to the thicker band i like the ring quite a lot,3.0,Good colors but very big around and slightly uncomfortable,1206662400,"03 28, 2008",41,43,2,0.9069767441860465,1
16032,A2JJ95V2AZEP9E,B00373Y85A,Dallas-Books,"[1, 4]",the bottom of the lens is not enclosed within the frame and it cuts into the flesh  it is a very simple construction and it is cheaply made,1.0,Cheaply made not to be confused with good value.,1346371200,"08 31, 2012",1,4,3,-0.5,0
16035,ANRS196NKFVUU,B00023S8IQ,Brian,"[0, 1]",i ordered some old fashioned suspenders the kind construction workers use to hold up heavy tool belts  2 inches wide and made with heavy duty metal hardware  i also ordered a small set of makeup brushes for my daughter  i ordered them with free shipping through prime  what i did not expect when i ordered these on a week day evening was rhat they would be delivered in less than 24 hoursfree of charge with my prime membership  great service from amazon and ace hardware direct,5.0,exactly what i wanted,1349308800,"10 4, 2012",0,1,1,-1.0,0
16042,A2KVMLF161B10X,B002DPFTTW,"MJ ""R Johnson""","[0, 1]",i love this slip  it is well made and super pretty but way too big and i am already a large yikesplease note that it is meant i think to sit on your hips but that it makes it past my knees which is way too longi have long legs but this is past even my knees,5.0,Love the slip but very large,1381968000,"10 17, 2013",0,1,1,-1.0,0
16043,AHO0EM3FIG4JN,B0009Z6AI2,Melissa,"[1, 1]",i really like my fierce dance shoes however please do take the other reviewers comments about sizing to heart you really do have to order these 1 12 to two sizes larger than your normal street shoe size they do in fact run that small,5.0,Super nice dance shoes but....,1321228800,"11 14, 2011",1,1,0,1.0,1
16065,A3NESHNWS733JS,B000CNWC9M,Richard A.,"[13, 17]",durable and keep your shoes dry  they are heavy duty enough to turn regular street shoes into hiking shoes when you travel saving the weight of bringing an extra pair of shoes,5.0,excellent overshoe,1335398400,"04 26, 2012",13,17,4,0.5294117647058824,1
16067,A1N9FGKG9U0FG6,B0000WLSCW,"C. Carmichael ""Chris92071""","[0, 1]",i really enjoy these work pants my job requires me to dress up but having sturdy work pants makes being in an industrial area good amazons prime shipping is easy and they sale for a great price,5.0,Great work pants,1321833600,"11 21, 2011",0,1,1,-1.0,0
16078,A1LMOLANMAN3W8,B0001475WG,Jenna,"[1, 1]",this waist cincher is perfect for those who dont have a whole lot to pack in but want a smooth long line  i also like it because the garter straps can be significantly shortened so the tops of my stockings are not down near my knees at the end of the day  it is comfortable but sturdy  no weird poking or pinching  and it holds its shape throughout the day  finally this is much more visually appealing than most waist cincherstummy flatteners out there  highly recommended,5.0,Outstanding purchase,1360454400,"02 10, 2013",1,1,0,1.0,1
16085,A3V62HVAC3YVZC,B0009GDGV0,jamuny,"[1, 1]",i have a pair of army camo capristhis shirt matches perfectlyi must say that i ordered it to be very large it is made in guatemala fits to size i guess that they are smaller in guatemale then here in the usall in all it s a good buy,5.0,Color just as I needed,1371254400,"06 15, 2013",1,1,0,1.0,1
16093,A24F3QJFK7JCCO,B0007RS94K,Amazon Customer,"[1, 1]",these are some of the most comfortable leggings ive had in a very long time  they are long enough so that when you sit or bend over  they dont feel like they are riding up  they fit comfortably and dont sag at the knees after wearing all day  love these to just lounge around and work around the house in,5.0,COMFORTABLE!!!!,1323129600,"12 6, 2011",1,1,0,1.0,1
16099,A25X3CXWBPDWF4,B0058RENA8,Marge,"[0, 1]",i like the shoes very much  though the size was rather big 95 they did not look huge  id love to have a smaller size  its a pity the company could not make exchange for me,4.0,Very nice pair of Clarks.,1372377600,"06 28, 2013",0,1,1,-1.0,0
16105,A14HLXYXSDAON9,B000SOQ6KQ,Fairyfemm,"[0, 1]",this is perfect for cleaning your rings and other jewelry it does a great job i tried it on eye glasses and it did a good job too mostly i use it for my false teeth yep just does a super job i do not leave any water in it always clean it out and let it day common sense there you will not be disappointed with this,5.0,not only cleans.. but sanitizes,1360972800,"02 16, 2013",0,1,1,-1.0,0
16112,A2OAWB0RRB6QNQ,B003YUNEYM,Carlos Javier Varela,"[0, 2]",excelente la compra el articulo llego tal y cual como se esperaba me gusto muy responsable lo recomiendo para futuras compras,5.0,Carlos Javier Varela,1357084800,"01 2, 2013",0,2,2,-1.0,0
16113,AJ1D6AGCBJR3L,B0014CJU40,SH,"[0, 2]",this was the absolute ugliest cheap looking robe i have ever bought in my entire life the minute i got it i thought oh cute and its on a hanger and alli tried it on and my word it felt awful on my skinthe lace on the back is hideousi didnt even want to deal with it or deal with a return so i threw it in the garbagewhere it belongs,1.0,eh,1367798400,"05 6, 2013",0,2,2,-1.0,0
16124,A3E99ZWJ75L32F,B000SUV754,kangat,"[1, 1]",my kids just love to run and jump and splash in muddy puddles and this spring clean up will be so much easier with these adorable boots  we get stopped all the time asking where we got them from,5.0,I can't get my boys to take them off.,1394668800,"03 13, 2014",1,1,0,1.0,1
16134,A2QNUQRINAWA8M,B00ID20OE4,Gaby,"[0, 1]",the index finger is manufactured crooked but for the cost you can try it and find out yourselfwe all know that china is struggling to produce quality items to the us this is another example of a poor product i dont know if they will ever get it right but i have hope i wouldnt waste my time with this product,2.0,It is not shiny It is dull gold. Like Dirty gold,1398729600,"04 29, 2014",0,1,1,-1.0,0
16136,A1EXE4MS0UMWSM,B000BNRWFW,JK,"[8, 9]",the other reviews were rightdocs are not as comfortable as they were back when i wore them in high school the leather looks cheaper and its taking longer to break them in,3.0,Docs,1192579200,"10 17, 2007",8,9,1,0.7777777777777778,1
16149,A1H143CZ4AM6VO,B000BMIUTU,"M. Berriman ""Brown""","[64, 66]",the medium is perfect for a 54 126 pound female  it allows room to really stuff the pockets  i used it as my carry on for a 15 hour flight and it held everything i needed snacks books tissues hand wipes etcit does get warm as the fabric doesnt breathe so consider this if going to hot climatethe vest is great to use instead of carrying a day bag while on tour tooi recommend it as a useful addition for travel,5.0,Great addition to travel gear,1208304000,"04 16, 2008",64,66,2,0.9393939393939394,1
16165,A14M63UYCUF0TY,B000RN28G4,RM (formerly RS),"[2, 2]",the tisha is my favorite bra it fits perfectly and provides that secure feeling of noshow  while the cups cover they still provide a bit of allure with a demitype cup that is very feminine,5.0,Secure yet Sexy,1297555200,"02 13, 2011",2,2,0,1.0,1
16177,A1D0URD0AL237J,B000VXU0RO,Mother of Pearl,"[3, 3]",this hat is very warm and comfortable plus i did not see at first but is water repellent to just wish they had more colors,5.0,very warm hat,1326412800,"01 13, 2012",3,3,0,1.0,1
16180,A26IRZJV6D220M,B000UVGLHU,Traveling Hobo,"[0, 1]",this is a spooky mask that is also very cool this thing looks awesome my wife is freaked out by it which makes it all the more enjoyable im looking forward to wearing it outside late at night and allowing the neighbors to catch a peek of me,5.0,We are everywhere,1388534400,"01 1, 2014",0,1,1,-1.0,0
